layer0_sao2,layer0.1_vhb,layer0.2_a_mie,layer0.3_b_mie,layer0.4_a_ray,layer0.5_g,layer0.6_n,layer0.7_d,layer1_sao2,layer1.1_vhb,layer1.2_a_mie,layer1.3_b_mie,layer1.4_a_ray,layer1.5_g,layer1.6_n,layer1.7_d,layer2_sao2,layer2.1_vhb,layer2.2_a_mie,layer2.3_b_mie,layer2.4_a_ray,layer2.5_g,layer2.6_n,layer2.7_d,460.46848,470.85913,475.64023,487.55966,495.06268,505.49545,516.9379,524.29926,536.7569,544.5972,555.9696,562.3306,574.3978,581.5989,588.1238,598.2659
0.99636304,0.04259342,3173.9966,1.286,0.0,0.82308465,1.36,0.0008833318,0.99636304,0.09526777,1686.2986,1.286,0.0,0.9170841,1.36,0.0005920968,0.99636304,0.024854006,3111.801,1.286,0.0,0.85013556,1.38,0.00059630914,0.053856537,0.061595548,0.06451273,0.06982652,0.0710339,0.07167281,0.06505753,0.058611147,0.045928877,0.046383746,0.04904761,0.049711548,0.050838504,0.055726632,0.07597434,0.11022197
0.5348595,0.05720602,2244.1655,1.286,0.0,0.90547657,1.36,0.00069340423,0.5348595,0.027664756,2414.1462,1.286,0.0,0.84777206,1.36,0.00072114693,0.5348595,0.007581011,1990.2349,1.286,0.0,0.8206693,1.38,0.00048127346,0.06214566,0.073522955,0.077757254,0.08124708,0.07868212,0.07412197,0.06332542,0.055453118,0.04180067,0.040634975,0.040203836,0.040914774,0.045934718,0.051612288,0.06989962,0.102743626
0.5740401,0.063736275,2908.3977,1.286,0.0,0.81641793,1.36,0.00096560526,0.5740401,0.02430868,2913.4165,1.286,0.0,0.8945636,1.36,0.0005057206,0.5740401,0.06725087,3913.38,1.286,0.0,0.88653064,1.38,0.00044255547,0.062226944,0.07231967,0.07608825,0.07933999,0.07732014,0.07358216,0.06376154,0.056434385,0.043482732,0.042415686,0.042182114,0.04278919,0.046995427,0.05213712,0.06922652,0.099698186
0.16614513,0.08712327,1376.663,1.286,0.0,0.864668,1.36,0.0009359983,0.16614513,0.016103433,695.1251,1.286,0.0,0.80697995,1.36,0.000603105,0.16614513,0.021728566,1449.931,1.286,0.0,0.8838263,1.38,0.0005726355,0.0772468,0.09446257,0.10042881,0.09687789,0.08653959,0.073191576,0.05820037,0.049442817,0.036504105,0.03427813,0.031436954,0.031944524,0.039151087,0.04423771,0.058504306,0.08755282
0.13783158,0.08927609,2245.5215,1.286,0.0,0.948563,1.36,0.0009514864,0.13783158,0.036157995,1728.6565,1.286,0.0,0.8297429,1.36,0.0007008288,0.13783158,0.05824983,3230.9868,1.286,0.0,0.9307988,1.38,0.0005618729,0.07905077,0.09338657,0.09823336,0.094436675,0.08508837,0.07304562,0.059353624,0.051343456,0.039054316,0.03654032,0.033563334,0.034019727,0.04064498,0.0452664,0.056930467,0.08004202
0.45273998,0.015413108,1786.7264,1.286,0.0,0.8281966,1.36,0.0007817223,0.45273998,0.053271156,2068.8938,1.286,0.0,0.8242873,1.36,0.0008204466,0.45273998,0.01717965,1102.0425,1.286,0.0,0.8627927,1.38,0.0004839015,0.06822368,0.07440612,0.07664556,0.077213235,0.074751265,0.07109229,0.063966274,0.058944605,0.049764864,0.04831274,0.047303807,0.047510415,0.050028075,0.053013034,0.061914165,0.0769098
0.7106279,0.05121373,4094.981,1.286,0.0,0.92919946,1.36,0.0009628441,0.7106279,0.0868076,3574.28,1.286,0.0,0.9441209,1.36,0.00061406556,0.7106279,0.09674486,3008.5269,1.286,0.0,0.8141141,1.38,0.00043985416,0.060228277,0.06836007,0.071405865,0.07500754,0.07433128,0.07256451,0.06480952,0.05848271,0.046547506,0.045944095,0.04664656,0.04719023,0.04959864,0.05407526,0.069513686,0.09529421
0.47988468,0.05597414,856.98376,1.286,0.0,0.82678616,1.36,0.00082540966,0.47988468,0.04438903,1740.6405,1.286,0.0,0.92871016,1.36,0.00063695165,0.47988468,0.08210848,1570.5723,1.286,0.0,0.8652121,1.38,0.00048503312,0.061398648,0.07677654,0.082591996,0.08670946,0.08245386,0.075443536,0.061496325,0.051891804,0.03657453,0.03539048,0.034480333,0.035334375,0.042447746,0.049196307,0.07197021,0.115843795
0.019137854,0.03634624,1704.5929,1.286,0.0,0.9081457,1.36,0.0007737279,0.019137854,0.099134505,1315.551,1.286,0.0,0.93939626,1.36,0.00064006756,0.019137854,0.05685668,3273.7979,1.286,0.0,0.8837243,1.38,0.00044255165,0.0823307,0.091860026,0.094807655,0.08938555,0.08129126,0.071187936,0.06032348,0.054083586,0.044226997,0.04140485,0.038035028,0.038299985,0.043905437,0.047362305,0.054104853,0.06739039
0.4063043,0.022565087,2199.4746,1.286,0.0,0.8562746,1.36,0.00080695335,0.4063043,0.0022826758,2123.9956,1.286,0.0,0.8203589,1.36,0.0006190563,0.4063043,0.06008115,3165.8848,1.286,0.0,0.9419056,1.38,0.0004488683,0.0671535,0.07499729,0.077777214,0.07862774,0.07584223,0.07167088,0.06369877,0.05811628,0.04796241,0.04642163,0.045427397,0.045906495,0.049526844,0.053388607,0.063399315,0.08008338
0.6018133,0.08857591,1916.9982,1.286,0.0,0.8795171,1.36,0.0009738299,0.6018133,0.054993495,2446.011,1.286,0.0,0.9152008,1.36,0.00065525726,0.6018133,0.051709853,2293.244,1.286,0.0,0.85397536,1.38,0.000574889,0.059008755,0.07142634,0.076179,0.08095295,0.07876345,0.07437255,0.06256594,0.0537961,0.039020564,0.038202662,0.03808153,0.038896173,0.044758517,0.051108308,0.074283116,0.11858406
0.4161574,0.07570403,3284.8953,1.286,0.0,0.93018293,1.36,0.0009869395,0.4161574,0.04056099,3560.0708,1.286,0.0,0.86967033,1.36,0.0004689963,0.4161574,0.017200641,1902.1654,1.286,0.0,0.9144164,1.38,0.0005984152,0.067472145,0.0782343,0.08215734,0.08355964,0.079621315,0.07364926,0.06291994,0.05558394,0.043028396,0.041370276,0.040092804,0.04063988,0.045517296,0.050364707,0.06480383,0.090985
0.46311682,0.0957714,2471.705,1.286,0.0,0.8558452,1.36,0.0007880783,0.46311682,0.07177422,863.7168,1.286,0.0,0.8281567,1.36,0.00062033936,0.46311682,0.053410996,158.50795,1.286,0.0,0.9394953,1.38,0.00054430764,0.066134416,0.078453384,0.08300871,0.0853298,0.08133618,0.07506682,0.06305723,0.054801844,0.04093123,0.039413434,0.038261928,0.03881968,0.043959327,0.04921224,0.065868184,0.0963457
0.09798467,0.05958985,2799.994,1.286,0.0,0.9318975,1.36,0.00082948204,0.09798467,0.07736388,1597.9396,1.286,0.0,0.9092617,1.36,0.0005422159,0.09798467,0.029254058,1688.1398,1.286,0.0,0.9284257,1.38,0.00042079168,0.07889312,0.08956205,0.093015954,0.089306764,0.081735514,0.072015375,0.060669634,0.0539679,0.04325981,0.040629394,0.03757981,0.037974484,0.043882545,0.047881305,0.05653598,0.07309036
0.16691397,0.086610116,2756.252,1.286,0.0,0.9134059,1.36,0.0007711639,0.16691397,0.015405827,82.923386,1.286,0.0,0.9019501,1.36,0.00065116945,0.16691397,0.07473696,1382.0999,1.286,0.0,0.9066219,1.38,0.00052536203,0.0776007,0.090026036,0.094175436,0.09117159,0.08339558,0.07314946,0.060653154,0.053139027,0.04123644,0.03872922,0.035913724,0.036337536,0.042379774,0.04678292,0.057460163,0.07784913
0.40230227,0.051439695,1502.346,1.286,0.0,0.8094454,1.36,0.0009106044,0.40230227,0.011180233,1401.3967,1.286,0.0,0.9328197,1.36,0.000635182,0.40230227,0.05030277,1398.6627,1.286,0.0,0.89109325,1.38,0.00050315855,0.06679946,0.07961144,0.084290095,0.08610117,0.081456035,0.07445842,0.06228872,0.054113716,0.040573265,0.03891741,0.03756182,0.038193494,0.043978605,0.04944919,0.06592472,0.09628248
0.14571455,0.09191315,3794.3733,1.286,0.0,0.91209614,1.36,0.0009704476,0.14571455,0.012149127,2446.501,1.286,0.0,0.84684736,1.36,0.00042903982,0.14571455,0.086981766,1714.3922,1.286,0.0,0.94156057,1.38,0.00059930177,0.0772836,0.08881812,0.09268691,0.08964197,0.0822167,0.07248635,0.060702372,0.053627998,0.042331308,0.039852284,0.03702619,0.037448917,0.0434486,0.047740236,0.05776331,0.07692518
0.04909742,0.05839852,2095.7373,1.286,0.0,0.9284421,1.36,0.00094324915,0.04909742,0.052630108,2035.6879,1.286,0.0,0.94973254,1.36,0.0004662168,0.04909742,0.09021936,1448.9869,1.286,0.0,0.93807226,1.38,0.00059116224,0.08187856,0.09428485,0.09818889,0.09280408,0.083535075,0.071932346,0.059445404,0.052264005,0.041204292,0.03843033,0.035079163,0.035491023,0.041971866,0.046147358,0.054967456,0.072375365
0.81096685,0.012507319,756.11896,1.286,0.0,0.82422304,1.36,0.00063988706,0.81096685,0.09606147,1538.5771,1.286,0.0,0.8425714,1.36,0.0006697733,0.81096685,0.018108256,1840.2997,1.286,0.0,0.844548,1.38,0.00055527565,0.0583522,0.0657937,0.06870985,0.0729078,0.072743736,0.07145294,0.06333294,0.056537453,0.044436432,0.044151668,0.044889037,0.045378998,0.048750322,0.053784396,0.07483622,0.11394238
0.1066564,0.0135777155,1363.0298,1.286,0.0,0.8770346,1.36,0.0006564948,0.1066564,0.07678464,2288.511,1.286,0.0,0.8676238,1.36,0.00061889115,0.1066564,0.008464262,2894.7612,1.286,0.0,0.8468724,1.38,0.00044046438,0.07691355,0.0841538,0.086504005,0.083451845,0.07776178,0.07042172,0.061667442,0.056441013,0.047894474,0.04558821,0.042910807,0.043039754,0.047235638,0.050106276,0.056686915,0.069222756
0.6012716,0.089224145,1612.3877,1.286,0.0,0.93086874,1.36,0.0007787711,0.6012716,0.07464025,2196.2615,1.286,0.0,0.8475734,1.36,0.00066090794,0.6012716,0.034947596,818.1619,1.286,0.0,0.84340394,1.38,0.0005569912,0.058031566,0.07124264,0.07634699,0.08160486,0.07932168,0.0746662,0.062216412,0.053003073,0.03772752,0.036990225,0.03685999,0.037711762,0.04414673,0.0508694,0.075666405,0.12359455
0.9182426,0.059602913,1931.7667,1.286,0.0,0.8517575,1.36,0.0007266005,0.9182426,0.045204062,702.11707,1.286,0.0,0.8935928,1.36,0.00052515994,0.9182426,0.094103746,2521.1687,1.286,0.0,0.8921198,1.38,0.0004411922,0.051628627,0.061268877,0.064962834,0.07146082,0.07261003,0.07276457,0.06399213,0.055958737,0.041167017,0.041547682,0.043843012,0.044717953,0.048272647,0.054708354,0.08132337,0.12977336
0.7577878,0.06744476,2248.5505,1.286,0.0,0.93306446,1.36,0.0009822764,0.7577878,0.053926818,3373.5764,1.286,0.0,0.84734386,1.36,0.0005969972,0.7577878,0.06331995,795.38776,1.286,0.0,0.8144235,1.38,0.00056800124,0.055280704,0.06591655,0.07000848,0.075688414,0.07546874,0.07377729,0.06385241,0.055599518,0.04088385,0.040646218,0.04176929,0.04259101,0.04699527,0.053298127,0.077268355,0.12095587
0.5459726,0.058837667,1850.865,1.286,0.0,0.8992133,1.36,0.000800483,0.5459726,0.006893053,1921.928,1.286,0.0,0.899976,1.36,0.0007451109,0.5459726,0.012781609,2522.0066,1.286,0.0,0.83896744,1.38,0.0005230731,0.05996972,0.07252887,0.07731206,0.081697084,0.07918915,0.074496,0.06288277,0.05437568,0.039835893,0.038828604,0.03855572,0.0394157,0.045258965,0.051678233,0.07277704,0.11119855
0.45565742,0.05239303,997.75134,1.286,0.0,0.82285094,1.36,0.0006330288,0.45565742,0.020519137,315.166,1.286,0.0,0.85048974,1.36,0.00057358673,0.45565742,0.020429928,2137.6445,1.286,0.0,0.87228334,1.38,0.00054494076,0.061878994,0.07705934,0.082730174,0.086563274,0.08241922,0.07553903,0.062051862,0.052699853,0.037358966,0.035982884,0.035060797,0.035992146,0.04303259,0.04994705,0.07125191,0.11043192
0.09079269,0.056652095,2436.4194,1.286,0.0,0.9300221,1.36,0.001001572,0.09079269,0.028283654,1810.7256,1.286,0.0,0.86244464,1.36,0.00079902523,0.09079269,0.07930286,1403.5582,1.286,0.0,0.81946135,1.38,0.00051728566,0.07926572,0.09083429,0.09458931,0.09050776,0.08239141,0.07201851,0.060185373,0.05324556,0.042282056,0.039640427,0.036565743,0.0369969,0.04321991,0.04740607,0.056556344,0.07429462
0.4046147,0.009395981,1320.3954,1.286,0.0,0.8650848,1.36,0.0009754105,0.4046147,0.008299503,2782.9907,1.286,0.0,0.8043391,1.36,0.00043926304,0.4046147,0.08704471,1874.8723,1.286,0.0,0.8328401,1.38,0.00046817475,0.068459615,0.07391437,0.07578479,0.075961456,0.073635414,0.07029131,0.06400218,0.05960089,0.051332783,0.049848024,0.048828688,0.049067948,0.051443543,0.05415448,0.061177906,0.07249668
0.14874713,0.08781074,913.059,1.286,0.0,0.92313486,1.36,0.0008604875,0.14874713,0.045919392,2715.3025,1.286,0.0,0.87409323,1.36,0.0004731859,0.14874713,0.06847902,639.2882,1.286,0.0,0.8664612,1.38,0.00044241213,0.0772861,0.09877274,0.10623487,0.10185418,0.08915543,0.073005654,0.05595774,0.046285603,0.032803923,0.03078014,0.027953733,0.028566023,0.0367583,0.04240656,0.05883534,0.09334364
0.15448344,0.013785301,2228.236,1.286,0.0,0.9148662,1.36,0.0009135983,0.15448344,0.03576042,1068.6785,1.286,0.0,0.86703265,1.36,0.0006585018,0.15448344,0.05657576,965.81323,1.286,0.0,0.88655746,1.38,0.0004322384,0.07362692,0.07827239,0.07980151,0.07790218,0.074241176,0.069431156,0.06291953,0.05885773,0.051676,0.049659282,0.047504205,0.047643375,0.05082902,0.053152986,0.058001753,0.066480726
